PROFESSIONAL ICT STRATEGY BACKTEST RESULTS
Backtest Period: January 2025 - February 24, 2026
Trading System: D1 Bias + H1 Order Blocks + M5 Execution + Killzone
Starting Capital: $100 (10X Leverage = $1,000 Trading Capital)

=== ACCOUNT SUMMARY ===
Starting Capital,$100.00
Leverage,10X
Trading Capital,$1000.00
Final Balance,$988.33
Total Profit/Loss,$-11.67
Return %,-1.17%
Max Drawdown,5.07%
Win Rate,49.16%

=== TRADE STATISTICS ===
Total Trades,417
Winning Trades,205
Losing Trades,212
Average Win,$1.17
Average Loss,$-1.19
Profit Factor,0.95x

=== QUALITY DISTRIBUTION ===
A+ Trades (3+ OBs),417
A Trades (2 OBs),0
B Trades (1 OB),0

=== SESSION ANALYSIS ===
Asia Zone Trades,180
London Zone Trades,108
New York Zone Trades,129

=== DETAILED TRADE LIST ===
Trade #,Date,Side,Quality,Killzone,Entry Price,Exit Price,Profit $,Profit %,Duration Days,Entry Reason,Exit Reason

1,2026-02-21,LONG,A+,NY,68117.56000000,68010.36000000,-1.57,-0.16,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 68117.56 → 68010.36 (-1.57)"
374,2026-02-24,SHORT,A+,LONDON,63195.57000000,63218.67000000,-0.37,-0.04,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63195.57 → 63218.67 (-0.37)"
375,2026-02-24,SHORT,A+,LONDON,63218.67000000,63108.98000000,1.74,0.17,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63218.67 → 63108.98 (+1.74)"
376,2026-02-24,SHORT,A+,LONDON,63108.98000000,63319.46000000,-3.34,-0.33,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63108.98 → 63319.46 (-3.34)"
377,2026-02-24,SHORT,A+,LONDON,63319.46000000,63298.21000000,0.34,0.03,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63319.46 → 63298.21 (+0.34)"
378,2026-02-24,SHORT,A+,LONDON,63298.21000000,63371.91000000,-1.16,-0.12,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63298.21 → 63371.91 (-1.16)"
379,2026-02-24,SHORT,A+,LONDON,63371.91000000,63363.47000000,0.13,0.01,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63371.91 → 63363.47 (+0.13)"
380,2026-02-24,SHORT,A+,LONDON,63363.47000000,63381.79000000,-0.29,-0.03,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63363.47 → 63381.79 (-0.29)"
381,2026-02-24,SHORT,A+,LONDON,63381.79000000,63354.89000000,0.42,0.04,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63381.79 → 63354.89 (+0.42)"
382,2026-02-24,SHORT,A+,LONDON,63354.89000000,63397.08000000,-0.67,-0.07,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63354.89 → 63397.08 (-0.67)"
383,2026-02-24,SHORT,A+,LONDON,63397.08000000,63392.15000000,0.08,0.01,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63397.08 → 63392.15 (+0.08)"
384,2026-02-24,SHORT,A+,LONDON,63392.15000000,63331.99000000,0.95,0.09,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63392.15 → 63331.99 (+0.95)"
385,2026-02-24,SHORT,A+,LONDON,63331.99000000,63249.44000000,1.30,0.13,0,"D1:SHORT | H1:8OBs | LONDON | Q:A+","Signal continued. Price: 63331.99 → 63249.44 (+1.30)"
386,2026-02-24,SHORT,A+,LONDON,63249.44000000,63285.29000000,-0.57,-0.06,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63249.44 → 63285.29 (-0.57)"
387,2026-02-24,SHORT,A+,LONDON,63285.29000000,63171.40000000,1.80,0.18,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63285.29 → 63171.40 (+1.80)"
388,2026-02-24,SHORT,A+,LONDON,63171.40000000,63149.22000000,0.35,0.04,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63171.40 → 63149.22 (+0.35)"
389,2026-02-24,SHORT,A+,LONDON,63149.22000000,63144.83000000,0.07,0.01,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63149.22 → 63144.83 (+0.07)"
390,2026-02-24,SHORT,A+,LONDON,63144.83000000,63090.76000000,0.86,0.09,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63144.83 → 63090.76 (+0.86)"
391,2026-02-24,SHORT,A+,LONDON,63090.76000000,63058.88000000,0.51,0.05,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63090.76 → 63058.88 (+0.51)"
392,2026-02-24,SHORT,A+,LONDON,63058.88000000,63150.18000000,-1.45,-0.14,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63058.88 → 63150.18 (-1.45)"
393,2026-02-24,SHORT,A+,LONDON,63150.18000000,63143.85000000,0.10,0.01,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63150.18 → 63143.85 (+0.10)"
394,2026-02-24,SHORT,A+,LONDON,63143.85000000,63218.11000000,-1.18,-0.12,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63143.85 → 63218.11 (-1.18)"
395,2026-02-24,SHORT,A+,LONDON,63218.11000000,63249.99000000,-0.50,-0.05,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63218.11 → 63249.99 (-0.50)"
396,2026-02-24,SHORT,A+,LONDON,63249.99000000,63144.61000000,1.67,0.17,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63249.99 → 63144.61 (+1.67)"
397,2026-02-24,SHORT,A+,NY,63144.61000000,63206.01000000,-0.97,-0.10,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63144.61 → 63206.01 (-0.97)"
398,2026-02-24,SHORT,A+,NY,63206.01000000,63264.40000000,-0.92,-0.09,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63206.01 → 63264.40 (-0.92)"
399,2026-02-24,SHORT,A+,NY,63264.40000000,63235.26000000,0.46,0.05,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Signal continued. Price: 63264.40 → 63235.26 (+0.46)"
400,2026-02-24,SHORT,A+,NY,63235.26000000,63282.80000000,-0.75,-0.08,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63235.26 → 63282.80 (-0.75)"
401,2026-02-24,SHORT,A+,NY,63282.80000000,63324.02000000,-0.65,-0.07,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63282.80 → 63324.02 (-0.65)"
402,2026-02-24,SHORT,A+,NY,63324.02000000,63263.12000000,0.96,0.10,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Signal continued. Price: 63324.02 → 63263.12 (+0.96)"
403,2026-02-24,SHORT,A+,NY,63263.12000000,63093.67000000,2.68,0.27,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Signal continued. Price: 63263.12 → 63093.67 (+2.68)"
404,2026-02-24,SHORT,A+,NY,63093.67000000,63113.58000000,-0.32,-0.03,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63093.67 → 63113.58 (-0.32)"
405,2026-02-24,SHORT,A+,NY,63113.58000000,63017.37000000,1.52,0.15,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Signal continued. Price: 63113.58 → 63017.37 (+1.52)"
406,2026-02-24,SHORT,A+,NY,63017.37000000,63056.00000000,-0.61,-0.06,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 63017.37 → 63056.00 (-0.61)"
407,2026-02-24,SHORT,A+,NY,63056.00000000,62969.05000000,1.38,0.14,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Signal continued. Price: 63056.00 → 62969.05 (+1.38)"
408,2026-02-24,SHORT,A+,NY,62969.05000000,62974.92000000,-0.09,-0.01,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 62969.05 → 62974.92 (-0.09)"
409,2026-02-24,SHORT,A+,NY,62974.92000000,63030.66000000,-0.89,-0.09,0,"D1:SHORT | H1:7OBs | NY | Q:A+","Bias reversed to LONG. Price: 62974.92 → 63030.66 (-0.89)"
410,2026-02-24,SHORT,A+,NY,63030.66000000,63079.86000000,-0.78,-0.08,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Bias reversed to LONG. Price: 63030.66 → 63079.86 (-0.78)"
411,2026-02-24,SHORT,A+,NY,63079.86000000,63024.74000000,0.87,0.09,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Signal continued. Price: 63079.86 → 63024.74 (+0.87)"
412,2026-02-24,SHORT,A+,NY,63024.74000000,62929.36000000,1.51,0.15,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Signal continued. Price: 63024.74 → 62929.36 (+1.51)"
413,2026-02-24,SHORT,A+,NY,62929.36000000,62920.29000000,0.14,0.01,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Signal continued. Price: 62929.36 → 62920.29 (+0.14)"
414,2026-02-24,SHORT,A+,NY,62920.29000000,62696.00000000,3.56,0.36,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Signal continued. Price: 62920.29 → 62696.00 (+3.56)"
415,2026-02-24,SHORT,A+,NY,62696.00000000,62950.28000000,-4.06,-0.41,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Bias reversed to LONG. Price: 62696.00 → 62950.28 (-4.06)"
416,2026-02-24,SHORT,A+,NY,62950.28000000,62951.53000000,-0.02,-0.00,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Bias reversed to LONG. Price: 62950.28 → 62951.53 (-0.02)"
417,2026-02-24,SHORT,A+,NY,62951.53000000,62951.53000000,0.00,0.00,0,"D1:SHORT | H1:6OBs | NY | Q:A+","Period ended"
